game_id,home,away,timestamp,winner,loser
c8a6e7b2-5d42-4969-9269-29f7c737b089,Leos,DB Nets,09-14-24,DB Nets,Leos
022c5ea0-024b-4db1-afec-a3f2ab2951e0,Advance,Jericho Nets,09-14-24,Advance,Jericho Nets
23bb2415-d985-4fff-9b45-4fa30cd865f9,Advance,Clique Mambas,09-15-24,Clique Mambas,Advance
2eb8569d-fd23-49fa-834f-a2dd37ff95b4,Junubin,Advance,09-07-24,Junubin,Advance
c83a0c26-8950-4d83-9a6b-e2799033f5c4,Kibra,Pride Landers,09-07-24,Kibra,Pride Landers
39bf1a50-0523-4810-b2ce-f5b63e599fab,Phenoms,Saints,09-07-24,Phenoms,Saints
779a09f2-bc90-4435-9889-0e520c0c007c,E Nets,Kwetu,09-07-24,Kwetu,E Nets
853ca60e-e178-4ca7-8c9b-2a21c86a9836,Twende,DB Nets,09-21-24,Twende,DB Nets
1f1ae8b6-6297-4ed7-87b3-097f07a838ab,Vikapu,E Nets,10-13-24,Vikapu,E Nets
b92447a1-e4cf-4587-953f-0b7e24fcf3cc,E Nets,Teffad,10-04-24,E Nets,Teffad
5b24f9bd-706e-4ef2-8d9f-4d74bd05ca24,Kibra,DB Nets,08-11-24,Kibra,DB Nets
fae01f75-8ce5-4009-8c6b-1416e2685540,Saints,DeeMentor,09-14-24,Saints,DeeMentor
76d26447-ae40-4693-a203-53654428f532,Kwetu,savio,08-11-24,savio,Kwetu
50a63562-61c0-45fb-87f3-3925c9451d08,Pride Landers,MooreWright,08-11-24,Pride Landers,MooreWright
e30abb36-286e-41e9-94c7-4da145ce7abd,Bantu,Rangers,08-11-24,Rangers,Bantu
