game_id,home,away,timestamp,winner,loser
fe70288e-7af0-472d-9a9e-4fce478a50d3,DeeMentor,Twende,09-29-24,Twende,DeeMentor
0fadef1f-eb3f-4117-b9c1-16e674b77e09,Huruma Dragons,Feba Nation,09-14-24,Huruma Dragons,Feba Nation
7d0c573c-ec77-4aa1-b9cd-6627bdc0bfb9,Twende,Vikapu,08-11-24,Twende,Vikapu
8b5abbad-45c0-47ef-b743-3d65fb7e07c9,Fam Kenya,Kibra,10-13-24,Kibra,Fam Kenya
6d67fa49-e31b-4d44-8476-6c4de8dd2619,Huruma Dragons,Vikapu,09-29-24,Vikapu,Huruma Dragons
7bcf5487-e3f2-4207-8749-8899f000d694,DB Nets,MooreWright,09-15-24,DB Nets,MooreWright
51cbb13e-0d7a-4709-aae5-ae47c9ed0089,Vikapu,savio,09-21-24,savio,Vikapu
8cf43610-f48d-4b99-99b6-22f670fab002,DeeMentor,Teffad,08-18-24,DeeMentor,Teffad
30b8619b-f7cd-4457-97a3-d92093174025,Kwetu,Bantu,09-14-24,Kwetu,Bantu
f430f1c8-df5d-4fd1-8e31-43c61403c4a7,Kibra,Saints,09-29-24,Kibra,Saints
51acc49f-ef7d-4711-98ee-30963f1c592c,Pride Landers,Twende,09-14-24,Twende,Pride Landers
b7bafd2c-6582-4f81-97d2-703fe097ccf6,Clique Mambas,Kwetu,10-04-24,Clique Mambas,Kwetu
fe032580-c5e0-49ce-a424-3df6a56235b2,MooreWright,Kibra,09-14-24,Kibra,MooreWright
282bb3bb-e7f8-42f5-87ef-80ac7364e3fb,Rangers,Buruburu,10-04-24,Rangers,Buruburu
fc52e64b-a314-45b7-abd7-7fe0cae4cb8e,Rangers,E Nets,09-14-24,Rangers,E Nets
7e0290fa-f166-4516-84cf-34b1239d213d,Fam Kenya,Advance,08-21-24,Fam Kenya,Advance
9bedbcb8-b855-4b7a-be40-4ea87e9107eb,Fam Kenya,DeeMentor,09-21-24,Fam Kenya,DeeMentor
d6d2d332-9087-4ae5-ae1a-b4e5e7a9f7a5,Vikapu,Huruma Dragons,09-27-24,Vikapu,Huruma Dragons
8dc5d883-3056-4afb-95f4-a24fec97a661,Junubin,Phenoms,09-14-24,Phenoms,Junubin
4f509e1d-1c99-479a-a0fc-7b6b456a1564,Vikapu,Huruma Dragons,10-04-24,Vikapu,Huruma Dragons
38678fc4-0c0a-429c-939d-cc8e0209159a,Rangers,Vikapu,09-15-24,Vikapu,Rangers
2624a2d8-05b7-4649-9de1-63cfb6b0b798,Kibra,Saints,10-04-24,Kibra,Saints
05bbca74-676b-4089-97f3-48f95a34ea67,E Nets,Vikapu,08-21-24,Vikapu,E Nets
08321a2c-2d1b-4e3c-b006-f729f5a82f4b,Clique Mambas,Phenoms,08-21-24,Phenoms,Clique Mambas
a2d15f43-4fcf-4dd0-bb0e-cdbaaa03bb11,Buruburu,DeeMentor,08-21-24,DeeMentor,Buruburu
042bbc75-799a-4523-adc3-6f0be598cc67,Twende,Leos,09-22-24,Twende,Leos
6d19a641-caa7-4a19-ad74-c0234db4c78a,Teffad,E Nets,09-29-24,E Nets,Teffad
1661941a-5ec1-4d6f-b2e8-8a27168d8f80,Kwetu,Clique Mambas,09-29-24,Clique Mambas,Kwetu
a1decba9-f07c-4148-98a8-d8d442141635,savio,Fam Kenya,09-29-24,Fam Kenya,savio
45046292-1d10-46d4-9bd8-2fea3d21a730,Huruma Dragons,Saints,09-22-24,Saints,Huruma Dragons
a1e8bc07-ea1c-4407-8cfa-abedf66b7de2,Vikapu,Kwetu,09-08-24,Vikapu,Kwetu
19db29b2-b658-4572-8241-934902608806,DB Nets,Pride Landers,09-08-24,DB Nets,Pride Landers
f01baac8-69e5-4cd0-a53f-7994de9de5a1,Phenoms,Huruma Dragons,09-15-24,Phenoms,Huruma Dragons
a8a18952-e6dc-4884-939c-28fbdf8bbb5c,Teffad,Fam Kenya,09-15-24,Fam Kenya,Teffad
f4e4afb9-7c8e-4e6e-bf99-41fb03d3ee20,Saints,Kibra,09-27-24,Saints,Kibra
6e9d15bc-97a3-4e0e-8b1d-e8f03d22b76d,Fam Kenya,savio,09-27-24,Fam Kenya,savio
ac9f510c-419d-4194-97fc-929ac1f5384f,Vikapu,Kibra,09-15-24,Kibra,Vikapu
e84670f3-9857-421e-a06d-3ef0989aee00,Jericho Nets,DeeMentor,09-15-24,DeeMentor,Jericho Nets
193b8ad1-20f3-458c-9731-8726b607f7a5,Saints,Buruburu,09-15-24,Buruburu,Saints
966cbbee-a191-44d6-a0d8-6d24f2737fb0,Old Guards,Rising Stars,08-30-24,Old Guards,Rising Stars
178d54ef-7430-4b64-8d4e-45bb22a5d961,Eastlands Conference,Uptown Confrence,08-30-24,Uptown Confrence,Eastlands Conference
dff6e246-8140-426e-ac42-afcd77338794,DB Nets,savio,09-07-24,savio,DB Nets
2542d1bf-3ff4-478f-8730-5072615c1f6e,Huruma Dragons,Fam Kenya,09-07-24,Fam Kenya,Huruma Dragons
0deb32b3-8a41-4762-8209-9f183cd89ff6,Clique Mambas,Buruburu,09-07-24,Clique Mambas,Buruburu
326b6de6-0299-4448-9caf-3c4d8aff5311,Feba Nation,Jericho Nets,08-21-24,Jericho Nets,Feba Nation
b1f8ec3c-c517-4ac2-b0cc-610a6e27a1a2,Pride Landers,Kwetu,08-21-24,Kwetu,Pride Landers

